i,j,t,c,l,p,o
0,0,0,2.654766602664376,1.611369944733597,-0.7332461962036985,-0.05601003248156515
0,1,0,0.14484607153892967,1.611369944733597,-0.21664347075116275,-0.016318512229030246
0,2,0,-2.931598794302146,1.611369944733597,-0.04411014706343783,0.00036423572999608027
0,3,0,1.1105645278479421,1.611369944733597,-0.3587958085133152,-0.027275117744771874
0,4,0,3.243243119621022,1.611369944733597,-0.019230819989192904,0.0979186871057204
0,5,0,3.85597369179553,1.611369944733597,-1.1132556195295698,-0.08390728292951238
0,6,0,3.327988094220587,1.611369944733597,0.8488349435759068,0.06488279373463561
0,7,0,-2.9420896179232368,1.611369944733597,-0.03748686647627272,-0.002072505952289692
0,8,0,-0.7693983138221641,1.611369944733597,-0.1304923573240097,-0.011678626656527667
0,9,0,1.9872644805285804,1.611369944733597,-0.5568603148535599,-0.04116378093090136
0,10,0,-2.9376062686326265,1.611369944733597,-0.04531232471344047,-0.00015824782655491946
0,11,0,-2.9411149750933854,1.611369944733597,-0.039402312098419656,-0.0014148616791611346
0,12,0,-2.93774048945755,1.611369944733597,-0.037456295340198474,-0.0045054341114061
0,13,0,0.9712487745624221,1.611369944733597,-0.33980694998158767,-0.027364008417957948
0,14,0,6.5413606802545,1.611369944733597,0.1630244088084181,0.010953695069182007
0,15,0,3.450107981270577,1.611369944733597,-0.08620993426307323,0.08651573506608035
0,16,0,-2.94739957874762,1.611369944733597,-0.03887810751887284,-0.001240203824235417
0,17,0,-2.938418777605887,1.611369944733597,-0.04196030347704974,-0.004612321937907499
0,18,0,0.971195276059606,1.611369944733597,-0.34652104442965764,-0.026826688182385677
0,19,0,2.035103207654153,1.611369944733597,-0.5645317381097067,-0.03933035644999168
0,20,0,0.9822275017727092,1.611369944733597,0.7201283856855173,0.15192491792465623
0,21,0,3.814887593149354,1.611369944733597,-0.21720689632706786,-0.11442135738579388
0,22,0,5.866245464872591,1.611369944733597,0.2538640925935502,0.01971644552433052
0,23,0,3.813018687778348,1.611369944733597,0.7112484299105523,0.048229729913964146
0,24,0,4.240548109490196,1.611369944733597,0.5880197617250658,0.04125966185090269
0,25,0,0.5669424416269608,1.611369944733597,1.775845663364584,0.13314940542379067
0,26,0,4.176865135429428,1.611369944733597,0.5990404140517739,0.04546820237079207
0,27,0,-0.7734401706229611,1.611369944733597,-0.13315815449493998,-0.010704915855544896
0,28,0,-2.9179193244052377,1.611369944733597,-0.036262182824074105,-0.007841173202065567
0,29,0,-2.9430679059480234,1.611369944733597,-0.049014446059167195,-0.002742808465796624
0,30,0,4.032848219330317,1.611369944733597,0.6397868517290586,0.047292254727228054
0,31,0,6.725965044705651,1.611369944733597,0.14119688771230268,0.010761265771286653
0,32,0,-2.9424839985259705,1.611369944733597,-0.03474307969365205,-0.007407044420605319
0,33,0,0.08400328727785378,1.611369944733597,-0.2185074480980937,-0.014704931049944508
0,34,0,-2.93697579374119,1.611369944733597,-0.04924021841543708,-0.002687978559807196
0,35,0,-2.9411331018519578,1.611369944733597,-0.04474192507026531,-0.001266452243132654
0,36,0,-2.9557044547915874,1.611369944733597,-0.03835031735605188,-0.002146224908629637
0,37,0,-2.9476972875487224,1.611369944733597,-0.03635961855962123,-0.00044768812495427605
0,38,0,-2.9221862030766497,1.611369944733597,-0.04626658897359753,-0.000514678191603497
0,39,0,-0.8561721299134964,1.611369944733597,-0.1190518737682184,-0.010127715181851595
0,40,0,-0.7748789396296596,1.611369944733597,-0.12999865654778878,-0.006392181844134033
0,41,0,-2.9332233596848347,1.611369944733597,-0.03934052434952453,-0.005707407272459645
0,42,0,-2.942664382099715,1.611369944733597,-0.03847021625459555,-0.0035220382580163105
0,43,0,-2.93724608144397,1.611369944733597,-0.036635385782590554,-0.004340588425513297
0,44,0,1.084563123896501,1.611369944733597,0.6811217114805941,0.1515171497112969
0,45,0,-0.7684139870409283,1.611369944733597,-0.13654535736350312,-0.008933790016953675
0,46,0,-2.9421313466110823,1.611369944733597,-0.043521276822536675,-0.0021774571225396436
0,47,0,-0.7724037689720316,1.611369944733597,-0.13574503130872656,-0.008384524575767861
0,48,0,-2.938583145766168,1.611369944733597,-0.05110416969325517,-0.005061276530181509
0,49,0,-2.9460371110368544,1.611369944733597,-0.03601154127025795,-0.00103232143473362
1,0,0,2.654766602664376,1.0109216431773382,0.3783362115509511,0.1263494247123514
1,1,0,0.14484607153892967,1.0109216431773382,-0.14622385823115483,-0.010086958857146373
1,2,0,-2.931598794302146,1.0109216431773382,-0.0213035331679242,-0.0038572897426286993
1,3,0,1.1105645278479421,1.0109216431773382,-0.2610116102571084,-0.02229825745061582
1,4,0,3.243243119621022,1.0109216431773382,-0.7423393379386967,-0.05166918420793186
1,5,0,3.85597369179553,1.0109216431773382,-0.02104370476787148,-0.10041344985934897
1,6,0,3.327988094220587,1.0109216431773382,-0.7608653186133424,-0.05459879332363274
1,7,0,-2.9420896179232368,1.0109216431773382,-0.032065244971781655,-0.0006672696448374297
1,8,0,-0.7693983138221641,1.0109216431773382,-0.09019295255124858,-0.003172531559060032
1,9,0,1.9872644805285804,1.0109216431773382,-0.4150368915666582,-0.029565911248720236
1,10,0,-2.9376062686326265,1.0109216431773382,-0.024632148036528998,-0.0022731508406843154
1,11,0,-2.9411149750933854,1.0109216431773382,-0.02461955487828553,0.0008008407974248816
1,12,0,-2.93774048945755,1.0109216431773382,-0.02819563140375851,-0.00246213378022871
1,13,0,0.9712487745624221,1.0109216431773382,-0.24689350595575216,-0.01659466923867516
1,14,0,6.5413606802545,1.0109216431773382,0.24080437911782326,0.017917121268716734
1,15,0,3.450107981270577,1.0109216431773382,1.0024204356494075,0.07440050297491509
1,16,0,-2.94739957874762,1.0109216431773382,-0.02397365666810637,-0.0016738883907741107
1,17,0,-2.938418777605887,1.0109216431773382,-0.023959103933836996,-0.0028281925448940012
1,18,0,0.971195276059606,1.0109216431773382,-0.23962548033695932,-0.016706855198043467
1,19,0,2.035103207654153,1.0109216431773382,-0.4207899348109598,-0.03084391078890441
1,20,0,0.9822275017727092,1.0109216431773382,-0.24420105764030658,-0.02150048863665962
1,21,0,3.814887593149354,1.0109216431773382,-0.9026053278020839,-0.06750232103214501
1,22,0,5.866245464872591,1.0109216431773382,0.35867238269112584,0.028198433735528734
1,23,0,3.813018687778348,1.0109216431773382,0.88480770956537,0.0627944441819238
1,24,0,4.240548109490196,1.0109216431773382,-1.0441497027593523,-0.07684051524667487
1,25,0,0.5669424416269608,1.0109216431773382,-0.18977514258323305,-0.014792642335486952
1,26,0,4.176865135429428,1.0109216431773382,-0.14495410042946488,-0.10553881469231277
1,27,0,-0.7734401706229611,1.0109216431773382,1.2035738880221687,-0.012492464621304327
1,28,0,-2.9179193244052377,1.0109216431773382,-0.01697293655917661,-0.0018433844495373928
1,29,0,-2.9430679059480234,1.0109216431773382,-0.02545737063952468,-0.0010342671797951369
1,30,0,4.032848219330317,1.0109216431773382,0.8118036267756965,0.06507194657771967
1,31,0,6.725965044705651,1.0109216431773382,0.2187784425822798,0.018093277854510505
1,32,0,-2.9424839985259705,1.0109216431773382,-0.028929662830593478,0.0013914218259767168
1,33,0,0.08400328727785378,1.0109216431773382,1.0751897798969705,-0.02114642378242113
1,34,0,-2.93697579374119,1.0109216431773382,-0.026189647622766214,0.0009159865137905499
1,35,0,-2.9411331018519578,1.0109216431773382,-0.02073591087274573,-0.004206942481024539
1,36,0,-2.9557044547915874,1.0109216431773382,-0.02085979844067488,-0.0027220271373047267
1,37,0,-2.9476972875487224,1.0109216431773382,-0.02524338115681376,-0.0016945391119200701
1,38,0,-2.9221862030766497,1.0109216431773382,-0.03129109192370834,-0.002357158696284693
1,39,0,-0.8561721299134964,1.0109216431773382,-0.08595562858394462,-0.005233820188124575
1,40,0,-0.7748789396296596,1.0109216431773382,1.1994200501787682,-0.015044799027255374
1,41,0,-2.9332233596848347,1.0109216431773382,-0.026364150551158195,-0.0027048102369766646
1,42,0,-2.942664382099715,1.0109216431773382,-0.027270434177538428,-0.004295512163274797
1,43,0,-2.93724608144397,1.0109216431773382,-0.02785127901716436,-0.0027148436351197677
1,44,0,1.084563123896501,1.0109216431773382,-0.2494943393332663,-0.01906075246458338
1,45,0,-0.7684139870409283,1.0109216431773382,-0.07732471715363592,-0.004860533460317894
1,46,0,-2.9421313466110823,1.0109216431773382,-0.02389486626587345,-0.003403363868981207
1,47,0,-0.7724037689720316,1.0109216431773382,-0.08933122996084567,-0.0056127475268410365
1,48,0,-2.938583145766168,1.0109216431773382,-0.02552563880728845,0.0006447625119705876
1,49,0,-2.9460371110368544,1.0109216431773382,-0.024074597283365987,0.000559493193317867
2,0,0,2.654766602664376,0.8039495039420993,0.44652165953299855,0.13361394824589182
2,1,0,0.14484607153892967,0.8039495039420993,-0.1349370902128618,-0.00824506154347196
2,2,0,-2.931598794302146,0.8039495039420993,-0.019328972649641202,-0.002362758457222097
2,3,0,1.1105645278479421,0.8039495039420993,0.8984597503227738,-0.03360828002653428
2,4,0,3.243243119621022,0.8039495039420993,0.24378237799161775,0.11668036465975504
2,5,0,3.85597369179553,0.8039495039420993,0.05116401775977491,-0.0921349536411497
2,6,0,3.327988094220587,0.8039495039420993,-0.6958858293302331,-0.05261639113972294
2,7,0,-2.9420896179232368,0.8039495039420993,-0.023618770004722463,-0.00021211883999612774
2,8,0,-0.7693983138221641,0.8039495039420993,-0.07515975277630203,-0.003007124303626842
2,9,0,1.9872644805285804,0.8039495039420993,0.6652612820613083,-0.05098532459481099
2,10,0,-2.9376062686326265,0.8039495039420993,-0.017112924825696898,-0.0028405822926499467
2,11,0,-2.9411149750933854,0.8039495039420993,-0.02562322811500354,-0.0010574550359655627
2,12,0,-2.93774048945755,0.8039495039420993,-0.024158372268511998,-0.0009944012552987494
2,13,0,0.9712487745624221,0.8039495039420993,-0.20794857348074372,-0.01902334575891372
2,14,0,6.5413606802545,0.8039495039420993,0.2771629427203405,0.021262296235485156
2,15,0,3.450107981270577,0.8039495039420993,1.066327696107699,0.07909424160742654
2,16,0,-2.94739957874762,0.8039495039420993,-0.02365932755908881,-0.0011000563190860073
2,17,0,-2.938418777605887,0.8039495039420993,-0.027549631846918537,0.0003069957048989488
2,18,0,0.971195276059606,0.8039495039420993,-0.21232080413276447,-0.014415135294189892
2,19,0,2.035103207654153,0.8039495039420993,-0.38354520647549034,-0.02603473401332375
2,20,0,0.9822275017727092,0.8039495039420993,-0.20658146516394735,-0.013701470049887985
2,21,0,3.814887593149354,0.8039495039420993,0.9505244316485498,0.07041092797770353
