i,j,t,question,c,c2,l,p,o
0,20,0,3,0.6286879210470054,7.271054789291634,3.6187000921801706,-1.5302803356047467,-0.03205941167471218
0,21,0,3,1.8963915425992106,4.505643755473141,3.6187000921801706,-2.5792175307688976,0.023806547899964687
0,22,0,3,2.708449438644477,4.6123074667831885,3.6187000921801706,-6.247026566818053,-0.009541613494005025
0,23,0,3,1.8801401222156462,3.4827037903267244,3.6187000921801706,-5.66095123919242,-0.010603868558450046
0,24,0,3,2.0435463622503542,6.0320356389650005,3.6187000921801706,-5.768849289879224,-0.009784354803023004
0,25,0,3,0.37881722408168683,3.327031607434412,3.6187000921801706,-4.627250487640533,-0.007597644842518754
0,26,0,3,2.054451557036457,4.885853332640078,3.6187000921801706,-5.779724847283197,-0.01013176776800474
0,27,0,3,-0.18509162073808785,-0.21987176859417307,3.6187000921801706,3.0501703663993456,0.006457267123848949
0,28,0,3,-0.04993501945119846,2.9639023218059846,3.6187000921801706,2.9621391580044785,0.005441448709034989
0,29,0,3,-2.6131937758836647,1.4230576471363607,3.6187000921801706,1.209770350076541,0.031540885526247064
0,30,0,3,1.947208251660701,2.2165605877541186,3.6187000921801706,-5.686674636800456,-0.010573280460296722
0,31,0,3,3.0625815375087075,4.343819813668457,3.6187000921801706,-6.520093652804691,-0.011390611548803609
0,32,0,3,-0.07948059941178477,1.9431793189811974,3.6187000921801706,2.9861364664623586,0.004546575721552895
0,33,0,3,0.23074286269307206,-1.3116066185858337,3.6187000921801706,2.811823929482078,0.004246732338094104
0,34,0,3,-0.32103581619510624,-0.13023473002900826,3.6187000921801706,3.1052215839711232,0.004455587075410247
0,35,0,3,-0.46709991577821364,-0.17119672879337922,3.6187000921801706,3.2210856411544815,0.005202760753693259
0,36,0,3,-1.2736559159509504,1.8384522669513597,3.6187000921801706,3.6940440443974056,0.006625147850459675
0,37,0,3,-0.46476848234864965,-0.050623582062724985,3.6187000921801706,3.2122544475597543,0.004972212745975947
0,38,0,3,-1.1386929987617658,0.5920376367253937,3.6187000921801706,3.5980158867702787,0.006120844045809707
0,39,0,3,-0.890013411007401,-0.33642044200596616,3.6187000921801706,3.4399614223278636,0.005519777276008102
0,40,0,3,-1.237108701915708,3.733308495593871,3.6187000921801706,3.6555414231842027,0.007264866127253625
0,41,0,3,-2.5161671880930765,-3.250772632479128,3.6187000921801706,4.480100660812903,0.009978075675977685
0,42,0,3,-2.1123030077390834,1.536744939258565,3.6187000921801706,-3.080465582786737,-0.006607887490291412
0,43,0,3,-0.672089912063773,-0.6588614134610508,3.6187000921801706,3.3247832890352047,0.006192720116064458
0,44,0,3,0.514458571332549,0.2695864499219757,3.6187000921801706,-1.422843856499321,-0.030728269727770548
0,45,0,3,-0.4501016294425289,2.206092205391049,3.6187000921801706,3.1993625631628344,0.0037280251969808702
0,46,0,3,-2.0148845522904084,-0.7769304616236955,3.6187000921801706,-3.1540232135047512,-0.005839967765869197
0,47,0,3,-2.9607207606120456,-0.6349083868116616,3.6187000921801706,-2.637177071431274,-0.005614373813652384
0,48,0,3,-2.581753042548872,1.807190311024503,3.6187000921801706,-2.8364343544793824,-0.005074518654445115
0,49,0,3,-1.0595539833185963,2.3483215217359765,3.6187000921801706,-3.732517462753738,-0.0062183863280781525
1,0,0,3,1.1043089777694182,2.411511715374771,3.193378355962813,-1.5715593676893176,-0.030190770493495996
1,1,0,3,-0.04201933926103411,5.074491232919017,3.193378355962813,3.193947863389616,0.006218622922216193
1,2,0,3,-0.20581469258726218,4.678708051436951,3.193378355962813,3.2939496953316563,0.006865822954264437
1,3,0,3,0.5390378414111195,2.2499958463348233,3.193378355962813,2.900915543040603,0.0031511592740708174
1,4,0,3,1.5244571739179353,7.692045238188619,3.193378355962813,2.383098020767982,0.0019864153838338953
1,5,0,3,1.8086575640573699,1.953906136023999,3.193378355962813,-2.167805201612009,0.025344754052518525
1,6,0,3,1.6032489972810906,6.369436010617322,3.193378355962813,2.3087109709764717,0.002739409967429998
1,7,0,3,0.08016421830796149,8.847918636832892,3.193378355962813,3.1427921254063516,0.004518832997442514
1,8,0,3,-0.5361598610910826,4.437912996295978,3.193378355962813,-3.7759914704111637,-0.006427889146332648
1,9,0,3,0.8486590082700032,-0.4343260014160726,3.193378355962813,2.704556676816411,0.0042901606393985015
1,10,0,3,-0.7507827696428172,1.3314911616152971,3.193378355962813,3.637325556679986,0.006010888932511426
1,11,0,3,-3.401737629219567,2.249654226401461,3.193378355962813,-2.2178689880715186,-0.00488944903822698
1,12,0,3,-1.0881585404235006,-2.1884379301711254,3.193378355962813,3.825222563474003,0.0091454531978508
1,13,0,3,0.4650662571652254,2.5054988360456267,3.193378355962813,-1.0276692931854423,-0.030199917304262826
1,14,0,3,3.0076553623263624,5.192394289068809,3.193378355962813,-6.171362551860847,-0.01128684861427436
1,15,0,3,1.7177093380262292,5.533327622952959,3.193378355962813,-5.262379950856608,-0.009990704114330055
1,16,0,3,-1.2150435473201597,1.5349405740887105,3.193378355962813,3.9015404887754332,0.0074658041308220515
1,17,0,3,-1.1170719574405372,-4.116721289200992,3.193378355962813,0.29623614431161666,-0.030426298705268764
1,18,0,3,0.3790068415640633,0.8601709821490733,3.193378355962813,2.967229407763097,0.00615128222742676
1,19,0,3,0.9490368779305132,5.161513460795592,3.193378355962813,-1.4394168446051883,-0.031539656185756625
1,20,0,3,0.6286879210470054,7.271054789291634,3.193378355962813,2.8426577242614006,0.004077536477363431
1,21,0,3,1.8963915425992106,4.505643755473141,3.193378355962813,2.175485759893212,0.005426741187465641
1,22,0,3,2.708449438644477,4.6123074667831885,3.193378355962813,-5.949799018101613,-0.007977883259460779
1,23,0,3,1.8801401222156462,3.4827037903267244,3.193378355962813,-5.3536865636904345,-0.009536953764720902
1,24,0,3,2.0435463622503542,6.0320356389650005,3.193378355962813,2.083947640226063,0.004747199358402962
1,25,0,3,0.37881722408168683,3.327031607434412,3.193378355962813,-0.9683062497877984,-0.030999813179505852
1,26,0,3,2.054451557036457,4.885853332640078,3.193378355962813,-2.373368260982421,0.024132158491761486
1,27,0,3,-0.18509162073808785,-0.21987176859417307,3.193378355962813,-3.9830648313760895,-0.007753640334087254
1,28,0,3,-0.04993501945119846,2.9639023218059846,3.193378355962813,3.2059451781391775,0.006278015167610701
1,29,0,3,-2.6131937758836647,1.4230576471363607,3.193378355962813,-2.573416352456458,-0.0050639256216764746
1,30,0,3,1.947208251660701,2.2165605877541186,3.193378355962813,-5.407524032632048,-0.010085142466095605
1,31,0,3,3.0625815375087075,4.343819813668457,3.193378355962813,-6.208591123791134,-0.01199356370145778
1,32,0,3,-0.07948059941178477,1.9431793189811974,3.193378355962813,3.2364848483108215,0.005718110267088416
1,33,0,3,0.23074286269307206,-1.3116066185858337,3.193378355962813,-0.8349952297175716,0.02670589805829746
1,34,0,3,-0.32103581619510624,-0.13023473002900826,3.193378355962813,3.372995990557231,0.0063442950527578075
1,35,0,3,-0.46709991577821364,-0.17119672879337922,3.193378355962813,3.4321835914745717,0.0071360281227309365
1,36,0,3,-1.2736559159509504,1.8384522669513597,3.193378355962813,3.948875816143743,0.008184325909274355
1,37,0,3,-0.46476848234864965,-0.050623582062724985,3.193378355962813,3.4563470522964113,0.006521500464705005
1,38,0,3,-1.1386929987617658,0.5920376367253937,3.193378355962813,-3.420918472144068,-0.005816971781898207
1,39,0,3,-0.890013411007401,-0.33642044200596616,3.193378355962813,0.10872961672634818,-0.028280346949137312
1,40,0,3,-1.237108701915708,3.733308495593871,3.193378355962813,-3.3345298449255063,-0.005758770886814637
1,41,0,3,-2.5161671880930765,-3.250772632479128,3.193378355962813,-2.6422376646051298,-0.004833826072715052
1,42,0,3,-2.1123030077390834,1.536744939258565,3.193378355962813,1.1384263360426328,-0.02557395062021668
1,43,0,3,-0.672089912063773,-0.6588614134610508,3.193378355962813,3.5752387334926334,0.006284482474514373
1,44,0,3,0.514458571332549,0.2695864499219757,3.193378355962813,2.9066729679016556,0.004268793217585161
1,45,0,3,-0.4501016294425289,2.206092205391049,3.193378355962813,3.451146161868292,0.005376914680714879
1,46,0,3,-2.0148845522904084,-0.7769304616236955,3.193378355962813,1.0562297530898968,0.030077789859894545
1,47,0,3,-2.9607207606120456,-0.6349083868116616,3.193378355962813,-2.4321359510225915,-0.004777271364989363
1,48,0,3,-2.581753042548872,1.807190311024503,3.193378355962813,-2.607190916134904,-0.004593160760087526
1,49,0,3,-1.0595539833185963,2.3483215217359765,3.193378355962813,0.24624234499373276,0.029368290674469617
2,0,0,3,1.1043089777694182,2.411511715374771,3.8574982645518308,-2.133548804845526,-0.03277134129082144
2,1,0,3,-0.04201933926103411,5.074491232919017,3.8574982645518308,-4.505007214477789,-0.0066841947657941235
2,2,0,3,-0.20581469258726218,4.678708051436951,3.8574982645518308,2.9051851502091806,0.006371079391528058
2,3,0,3,0.5390378414111195,2.2499958463348233,3.8574982645518308,-1.644997449137335,0.026034258606813163
2,4,0,3,1.5244571739179353,7.692045238188619,3.8574982645518308,-2.4685270013598375,-0.03234210960290518
2,5,0,3,1.8086575640573699,1.953906136023999,3.8574982645518308,-2.722548603401242,0.024079551121930554
2,6,0,3,1.6032489972810906,6.369436010617322,3.8574982645518308,2.0346901662772936,0.0035628969576782096
2,7,0,3,0.08016421830796149,8.847918636832892,3.8574982645518308,2.7683647915276444,0.0038967880477324217
2,8,0,3,-0.5361598610910826,4.437912996295978,3.8574982645518308,-4.192989690300342,-0.007880163442631209
2,9,0,3,0.8486590082700032,-0.4343260014160726,3.8574982645518308,-5.114048093106941,-0.009410695263773337
2,10,0,3,-0.7507827696428172,1.3314911616152971,3.8574982645518308,-0.5592980420420718,-0.02884263243855701
2,11,0,3,-3.401737629219567,2.249654226401461,3.8574982645518308,1.6531945449358747,-0.0270495551072004
2,12,0,3,-1.0881585404235006,-2.1884379301711254,3.8574982645518308,-0.2681088771057616,-0.02839679420050076
2,13,0,3,0.4650662571652254,2.5054988360456267,3.8574982645518308,2.594339978257281,0.005418567973660723
2,14,0,3,3.0076553623263624,5.192394289068809,3.8574982645518308,-6.64584616432216,-0.012536958548084513
2,15,0,3,1.7177093380262292,5.533327622952959,3.8574982645518308,-5.717165234609118,-0.009783215450797628
2,16,0,3,-1.2150435473201597,1.5349405740887105,3.8574982645518308,-0.17604775157298255,0.030361356409637566
2,17,0,3,-1.1170719574405372,-4.116721289200992,3.8574982645518308,-0.2607646211039747,0.02845100973366075
2,18,0,3,0.3790068415640633,0.8601709821490733,3.8574982645518308,2.607961366312346,0.004294058975070366
2,19,0,3,0.9490368779305132,5.161513460795592,3.8574982645518308,2.317844246625579,0.005038156885775334
2,20,0,3,0.6286879210470054,7.271054789291634,3.8574982645518308,2.4907574827133234,0.0034921816741781027
2,21,0,3,1.8963915425992106,4.505643755473141,3.8574982645518308,-5.842462654705437,-0.012316536150101151
2,22,0,3,2.708449438644477,4.6123074667831885,3.8574982645518308,-6.430856938372311,-0.010756460543304034
2,23,0,3,1.8801401222156462,3.4827037903267244,3.8574982645518308,-2.7818522018585967,-0.03324966237640393
2,24,0,3,2.0435463622503542,6.0320356389650005,3.8574982645518308,1.8167815148458937,0.005591171092683218
2,25,0,3,0.37881722408168683,3.327031607434412,3.8574982645518308,2.5953444993300447,0.0042352906523244905
2,26,0,3,2.054451557036457,4.885853332640078,3.8574982645518308,1.823331307168847,0.003173298972327795
2,27,0,3,-0.18509162073808785,-0.21987176859417307,3.8574982645518308,2.907678896483863,0.005839865245339356
2,28,0,3,-0.04993501945119846,2.9639023218059846,3.8574982645518308,2.847231817872701,0.005249914050860166
2,29,0,3,-2.6131937758836647,1.4230576471363607,3.8574982645518308,-2.9486895806904885,-0.005364082616799703
2,30,0,3,1.947208251660701,2.2165605877541186,3.8574982645518308,1.853639622056959,0.0026465792508858677
2,31,0,3,3.0625815375087075,4.343819813668457,3.8574982645518308,-6.689711459129752,-0.01220407615830742
2,32,0,3,-0.07948059941178477,1.9431793189811974,3.8574982645518308,2.8114081955217043,0.005118543316202926
2,33,0,3,0.23074286269307206,-1.3116066185858337,3.8574982645518308,2.705604448841943,0.006795708718347193
2,34,0,3,-0.32103581619510624,-0.13023473002900826,3.8574982645518308,2.981501070342586,0.005018731094965815
2,35,0,3,-0.46709991577821364,-0.17119672879337922,3.8574982645518308,3.0667815989057363,0.004885738941995416
2,36,0,3,-1.2736559159509504,1.8384522669513597,3.8574982645518308,-0.13230903053029577,-0.02976284057322293
2,37,0,3,-0.46476848234864965,-0.050623582062724985,3.8574982645518308,3.0812496747318687,0.006182140235418977
2,38,0,3,-1.1386929987617658,0.5920376367253937,3.8574982645518308,3.4653500791074343,0.0058729241567367155
2,39,0,3,-0.890013411007401,-0.33642044200596616,3.8574982645518308,3.320000133787707,0.005779678481821145
2,40,0,3,-1.237108701915708,3.733308495593871,3.8574982645518308,3.513754539332797,0.00615037008693767
2,41,0,3,-2.5161671880930765,-3.250772632479128,3.8574982645518308,-2.9807627785727324,-0.006959237597612553
2,42,0,3,-2.1123030077390834,1.536744939258565,3.8574982645518308,4.0670156002842885,0.007515845110550649
2,43,0,3,-0.672089912063773,-0.6588614134610508,3.8574982645518308,3.1824014204620057,0.006518654604391411
2,44,0,3,0.514458571332549,0.2695864499219757,3.8574982645518308,-1.6342909998646435,-0.03246726033590572
2,45,0,3,-0.4501016294425289,2.206092205391049,3.8574982645518308,3.0523150651348105,0.0061283196188124086
2,46,0,3,-2.0148845522904084,-0.7769304616236955,3.8574982645518308,4.005288032768021,0.008148457840038781
2,47,0,3,-2.9607207606120456,-0.6349083868116616,3.8574982645518308,-2.7597472981676168,-0.006192875388237253
2,48,0,3,-2.581753042548872,1.807190311024503,3.8574982645518308,-2.9634782327331943,-0.00534128939390229
2,49,0,3,-1.0595539833185963,2.3483215217359765,3.8574982645518308,3.4297321098057583,0.004683272371519268
3,0,0,3,1.1043089777694182,2.411511715374771,2.9561925363848287,2.6950291113302027,0.004249746340755617
3,1,0,3,-0.04201933926103411,5.074491232919017,2.9561925363848287,3.3275498263685064,0.006220458777307245
3,2,0,3,-0.20581469258726218,4.678708051436951,2.9561925363848287,3.440435908243236,0.0053470426699784674
3,3,0,3,0.5390378414111195,2.2499958463348233,2.9561925363848287,-0.8899069788014979,-0.030328102885670723
3,4,0,3,1.5244571739179353,7.692045238188619,2.9561925363848287,-4.957833970848523,-0.010402200111349664
3,5,0,3,1.8086575640573699,1.953906136023999,2.9561925363848287,-1.9652819947358975,-0.032904768110713155
3,6,0,3,1.6032489972810906,6.369436010617322,2.9561925363848287,-5.002651251563856,-0.010070071860402027
3,7,0,3,0.08016421830796149,8.847918636832892,2.9561925363848287,3.2465400116274856,0.006243883147816392
3,8,0,3,-0.5361598610910826,4.437912996295978,2.9561925363848287,3.637395851009433,0.006694546468404281
3,9,0,3,0.8486590082700032,-0.4343260014160726,2.9561925363848287,-1.1520301927836405,-0.030668113722077974
3,10,0,3,-0.7507827696428172,1.3314911616152971,2.9561925363848287,3.7837446314933074,0.007160478015695765
3,11,0,3,-3.401737629219567,2.249654226401461,2.9561925363848287,-2.1187656459907727,-0.003238665662662089
3,12,0,3,-1.0881585404235006,-2.1884379301711254,2.9561925363848287,3.9815162939678075,0.007984950535426716
3,13,0,3,0.4650662571652254,2.5054988360456267,2.9561925363848287,-0.8454041834656658,-0.028351279291192924
3,14,0,3,3.0076553623263624,5.192394289068809,2.9561925363848287,-5.976946637714464,-0.011099746132751569
3,15,0,3,1.7177093380262292,5.533327622952959,2.9561925363848287,-5.083300868780731,-0.010458203508122635
3,16,0,3,-1.2150435473201597,1.5349405740887105,2.9561925363848287,4.055887559376262,0.0074892084182296625
3,17,0,3,-1.1170719574405372,-4.116721289200992,2.9561925363848287,3.990592317982312,0.0069056017861104995
3,18,0,3,0.3790068415640633,0.8601709821490733,2.9561925363848287,-0.7572590384079747,-0.030134934473715038
3,19,0,3,0.9490368779305132,5.161513460795592,2.9561925363848287,-4.561339961296041,-0.00950173930976521
3,20,0,3,0.6286879210470054,7.271054789291634,2.9561925363848287,2.9525462356226626,0.0030502803848981345
3,21,0,3,1.8963915425992106,4.505643755473141,2.9561925363848287,-5.202579187107677,-0.009819497057072848
3,22,0,3,2.708449438644477,4.6123074667831885,2.9561925363848287,-5.793619145847418,-0.009137947824103966
3,23,0,3,1.8801401222156462,3.4827037903267244,2.9561925363848287,-2.0258160619553283,-0.032937889842180754
3,24,0,3,2.0435463622503542,6.0320356389650005,2.9561925363848287,-5.3465281998083665,-0.009928091066041306
3,25,0,3,0.37881722408168683,3.327031607434412,2.9561925363848287,3.102156617532546,0.004749313985960611
3,26,0,3,2.054451557036457,4.885853332640078,2.9561925363848287,-5.308315925059902,-0.010398475272088049
3,27,0,3,-0.18509162073808785,-0.21987176859417307,2.9561925363848287,3.4340875693494466,0.007109274231378811
3,28,0,3,-0.04993501945119846,2.9639023218059846,2.9561925363848287,3.3578858843531143,0.005435679410719808
3,29,0,3,-2.6131937758836647,1.4230576471363607,2.9561925363848287,-2.4741079378396984,-0.004436736962800094
3,30,0,3,1.947208251660701,2.2165605877541186,2.9561925363848287,-5.234340725911553,-0.008253727919942475
3,31,0,3,3.0625815375087075,4.343819813668457,2.9561925363848287,-6.029385364491127,-0.01133588999303887
3,32,0,3,-0.07948059941178477,1.9431793189811974,2.9561925363848287,3.381681000169729,0.006806742175653445
3,33,0,3,0.23074286269307206,-1.3116066185858337,2.9561925363848287,3.167004617032308,0.004002326980161332
3,34,0,3,-0.32103581619510624,-0.13023473002900826,2.9561925363848287,3.4962497923732743,0.006393278079823843
3,35,0,3,-0.46709991577821364,-0.17119672879337922,2.9561925363848287,-0.056603654377602404,0.029460732651790417
3,36,0,3,-1.2736559159509504,1.8384522669513597,2.9561925363848287,-3.207173160406863,-0.005661033562537374
3,37,0,3,-0.46476848234864965,-0.050623582062724985,2.9561925363848287,3.591685934329313,0.0071234255949250876
3,38,0,3,-1.1386929987617658,0.5920376367253937,2.9561925363848287,4.033683959102558,0.0057481791533867555
3,39,0,3,-0.890013411007401,-0.33642044200596616,2.9561925363848287,3.864380504310563,0.008203676092531927
3,40,0,3,-1.237108701915708,3.733308495593871,2.9561925363848287,0.5985417820101469,0.029628632182989226
3,41,0,3,-2.5161671880930765,-3.250772632479128,2.9561925363848287,1.673543034400427,-0.024654080376912687
3,42,0,3,-2.1123030077390834,1.536744939258565,2.9561925363848287,-2.718026485141611,-0.004477400019427056
3,43,0,3,-0.672089912063773,-0.6588614134610508,2.9561925363848287,3.739874004245356,0.007828655180309074
3,44,0,3,0.514458571332549,0.2695864499219757,2.9561925363848287,2.986247818826925,0.004927559367593829
3,45,0,3,-0.4501016294425289,2.206092205391049,2.9561925363848287,3.567452169400584,0.005533224890751809
3,46,0,3,-2.0148845522904084,-0.7769304616236955,2.9561925363848287,1.2491537615376156,0.03060593921603164
3,47,0,3,-2.9607207606120456,-0.6349083868116616,2.9561925363848287,-2.3117996017798252,-0.004505164355918708
3,48,0,3,-2.581753042548872,1.807190311024503,2.9561925363848287,-2.481190099114587,-0.005397603320866532
3,49,0,3,-1.0595539833185963,2.3483215217359765,2.9561925363848287,3.9624903500830335,0.006392749017296388
4,0,0,3,1.1043089777694182,2.411511715374771,2.586557299531282,-1.0648867653409682,0.026361749000585133
4,1,0,3,-0.04201933926103411,5.074491232919017,2.586557299531282,3.557693941509889,0.005155423892181616
4,2,0,3,-0.20581469258726218,4.678708051436951,2.586557299531282,3.6725624929946705,0.007145645716807743
4,3,0,3,0.5390378414111195,2.2499958463348233,2.586557299531282,3.2203233988673428,0.0042041425495059044
4,4,0,3,1.5244571739179353,7.692045238188619,2.586557299531282,2.6611404126915157,0.003167573041477734
4,5,0,3,1.8086575640573699,1.953906136023999,2.586557299531282,-4.931142424454158,-0.011066863395055226
4,6,0,3,1.6032489972810906,6.369436010617322,2.586557299531282,-1.481038539372689,-0.030119952090882515
4,7,0,3,0.08016421830796149,8.847918636832892,2.586557299531282,3.485698343997951,0.005788195192140105
4,8,0,3,-0.5361598610910826,4.437912996295978,2.586557299531282,3.8599332459514324,0.006444729435958889
4,9,0,3,0.8486590082700032,-0.4343260014160726,2.586557299531282,3.0332604781339225,0.004942153131146406
4,10,0,3,-0.7507827696428172,1.3314911616152971,2.586557299531282,-3.2963473530615643,-0.00494561540919344
4,11,0,3,-3.401737629219567,2.249654226401461,2.586557299531282,-1.9262561915432177,-0.0026269108779598286
4,12,0,3,-1.0881585404235006,-2.1884379301711254,2.586557299531282,0.782174080822134,-0.026920084849631685
4,13,0,3,0.4650662571652254,2.5054988360456267,2.586557299531282,3.2822603917438733,0.006874010821977218
4,14,0,3,3.0076553623263624,5.192394289068809,2.586557299531282,-5.72997500327724,-0.010082548631853044
4,15,0,3,1.7177093380262292,5.533327622952959,2.586557299531282,2.5672399589030475,0.003683206409534276
4,16,0,3,-1.2150435473201597,1.5349405740887105,2.586557299531282,-3.005452997259742,-0.005350562027796034
4,17,0,3,-1.1170719574405372,-4.116721289200992,2.586557299531282,0.8132378250548158,0.028918870415832604
4,18,0,3,0.3790068415640633,0.8601709821490733,2.586557299531282,3.3071663001760903,0.0068021852729999105
4,19,0,3,0.9490368779305132,5.161513460795592,2.586557299531282,2.980531320950924,0.005972292377085424
4,20,0,3,0.6286879210470054,7.271054789291634,2.586557299531282,3.178147328813289,0.002581822136926045
4,21,0,3,1.8963915425992106,4.505643755473141,2.586557299531282,-4.931923851685749,-0.010469102453462619
4,22,0,3,2.708449438644477,4.6123074667831885,2.586557299531282,-5.540227935045755,-0.010040279954065437
4,23,0,3,1.8801401222156462,3.4827037903267244,2.586557299531282,2.4826294211131814,0.004183630223854764
4,24,0,3,2.0435463622503542,6.0320356389650005,2.586557299531282,-5.068801153524255,-0.0077382812919363315
4,25,0,3,0.37881722408168683,3.327031607434412,2.586557299531282,3.3194205339706317,0.006178602123915976
4,26,0,3,2.054451557036457,4.885853332640078,2.586557299531282,-5.060652989335694,-0.007690179837771387
4,27,0,3,-0.18509162073808785,-0.21987176859417307,2.586557299531282,0.02933272192072112,-0.028652812344469078
4,28,0,3,-0.04993501945119846,2.9639023218059846,2.586557299531282,3.579514935927586,0.0049369665073115635
4,29,0,3,-2.6131937758836647,1.4230576471363607,2.586557299531282,2.0624213616263076,0.03257169829847665
4,30,0,3,1.947208251660701,2.2165605877541186,2.586557299531282,-1.7688930381914345,0.02636852341113025
4,31,0,3,3.0625815375087075,4.343819813668457,2.586557299531282,-5.759725074556799,-0.011659763625390169
4,32,0,3,-0.07948059941178477,1.9431793189811974,2.586557299531282,3.5988512811754396,0.006933832959631608
4,33,0,3,0.23074286269307206,-1.3116066185858337,2.586557299531282,3.39353081806891,0.005998836460523573
4,34,0,3,-0.32103581619510624,-0.13023473002900826,2.586557299531282,0.13385305440607823,0.03092560161389912
4,35,0,3,-0.46709991577821364,-0.17119672879337922,2.586557299531282,-3.4511199093221245,-0.006646214356108016
4,36,0,3,-1.2736559159509504,1.8384522669513597,2.586557299531282,0.9363858661606751,0.03063356847059221
4,37,0,3,-0.46476848234864965,-0.050623582062724985,2.586557299531282,-3.451893590956921,-0.007007736050308811
4,38,0,3,-1.1386929987617658,0.5920376367253937,2.586557299531282,4.252869732806051,0.00811252493441759
4,39,0,3,-0.890013411007401,-0.33642044200596616,2.586557299531282,4.080989053393911,0.007770244070040439
4,40,0,3,-1.237108701915708,3.733308495593871,2.586557299531282,-3.0282032150543876,-0.004022415744784141
4,41,0,3,-2.5161671880930765,-3.250772632479128,2.586557299531282,-2.3230268337159297,-0.0016420568256323791
4,42,0,3,-2.1123030077390834,1.536744939258565,2.586557299531282,-2.5331217927088034,-0.0018937745794124251
4,43,0,3,-0.672089912063773,-0.6588614134610508,2.586557299531282,0.43914709036161903,-0.026958033013419067
4,44,0,3,0.514458571332549,0.2695864499219757,2.586557299531282,3.245958592757325,0.006548283902267266
4,45,0,3,-0.4501016294425289,2.206092205391049,2.586557299531282,-3.458742617467641,-0.006511654717884593
4,46,0,3,-2.0148845522904084,-0.7769304616236955,2.586557299531282,1.568444525105913,0.03194837916560872
4,47,0,3,-2.9607207606120456,-0.6349083868116616,2.586557299531282,-2.1326300187110405,-0.003332175245777962
4,48,0,3,-2.581753042548872,1.807190311024503,2.586557299531282,2.0311183579006196,-0.025233357820779907
4,49,0,3,-1.0595539833185963,2.3483215217359765,2.586557299531282,-3.0957945360946773,-0.00623496260171572
5,0,0,3,1.1043089777694182,2.411511715374771,9.255371293012589,0.4804733178771924,0.0003796266693143551
5,1,0,3,-0.04201933926103411,5.074491232919017,9.255371293012589,0.7277225673924078,0.0012111133057948228
5,2,0,3,-0.20581469258726218,4.678708051436951,9.255371293012589,0.7566565442103241,0.0011349907724140663
5,3,0,3,0.5390378414111195,2.2499958463348233,9.255371293012589,0.6112943317911077,-0.00016464530044421505
5,4,0,3,1.5244571739179353,7.692045238188619,9.255371293012589,-6.917125210012154,-0.04245557977035066
5,5,0,3,1.8086575640573699,1.953906136023999,9.255371293012589,0.38316944828040667,0.0016685848337340701
5,6,0,3,1.6032489972810906,6.369436010617322,9.255371293012589,0.41353408400400027,0.00023161511575880517
5,7,0,3,0.08016421830796149,8.847918636832892,9.255371293012589,0.7017721331654422,0.0028162280372222774
5,8,0,3,-0.5361598610910826,4.437912996295978,9.255371293012589,0.8544017339276294,0.0017948970628074877
5,9,0,3,0.8486590082700032,-0.4343260014160726,9.255371293012589,0.5301710553692631,-0.00018863646177146327
5,10,0,3,-0.7507827696428172,1.3314911616152971,9.255371293012589,0.9131583905213775,0.002459677357727273
5,11,0,3,-3.401737629219567,2.249654226401461,9.255371293012589,1.8660268125954231,0.003041010979928427
