i,j,t,c,l,p,o
1,16,0,-1.914572702821872,-0.009266890750713321,1.1609016900535791,0.12796805820955576
1,17,0,-6.325781955156492,-0.009266890750713321,-0.10111117683135246,-0.0019386534804788763
1,18,0,-1.1123351043220766,-0.009266890750713321,0.7160937509683211,-0.07474654465057878
1,19,0,3.518010973616553,-0.009266890750713321,-1.8170318961868328,-0.1485022361586051
1,20,0,5.255556082670699,-0.009266890750713321,0.19680819715210315,0.004019045098655537
1,21,0,3.609468812676534,-0.009266890750713321,0.462994705471908,0.011157971565479244
1,22,0,4.386725785175649,-0.009266890750713321,0.3282745304673486,0.006024036086663717
1,23,0,2.6566010665982294,-0.009266890750713321,0.7064241391208255,0.015215790902063065
1,24,0,5.260606582670777,-0.009266890750713321,0.19960446468622475,0.005270947072817031
1,25,0,1.1602765733473788,-0.009266890750713321,-0.5736542240574629,-0.11077868242720433
1,26,0,4.176576053323694,-0.009266890750713321,0.3445853343527053,0.00768640056478856
1,27,0,-2.5794853017069395,-0.009266890750713321,1.514295003076109,-0.054786722101818695
1,28,0,0.4964721293040789,-0.009266890750713321,-1.827978131210559,-0.05116919595982995
1,29,0,-3.137695516665751,-0.009266890750713321,-0.48844171691216964,-0.010109592644369971
1,30,0,1.5217754002572428,-0.009266890750713321,1.0871714008011197,0.03191687960304392
1,31,0,4.4368380426089615,-0.009266890750713321,0.3009292399527233,0.00997868632712364
1,32,0,-0.5267817641466057,-0.009266890750713321,-1.3633220306920555,-0.03708548845139189
1,33,0,-3.2113169721480332,-0.009266890750713321,1.822940451741001,-0.04756240408253193
1,34,0,-2.6238589710482128,-0.009266890750713321,-0.6236058642980765,-0.01828984888755463
1,35,0,-2.8293756169998976,-0.009266890750713321,-0.5626230304809096,-0.018466195836636095
1,36,0,-1.627683920915352,-0.009266890750713321,1.0101637503526033,-0.067716008797574
1,37,0,-2.6378821416111187,-0.009266890750713321,-0.6227340646104647,-0.017714149337272528
1,38,0,-2.6767471833842884,-0.009266890750713321,-0.6117317622306001,-0.015558470069229077
1,39,0,-3.2496019318314104,-0.009266890750713321,1.8361016317707233,-0.04861899237921036
1,40,0,0.14280087576424383,-0.009266890750713321,0.00360343567142076,-0.09212773749634003
1,41,0,-6.326161170588929,-0.009266890750713321,-0.10011360220038606,-0.0037132095419709667
1,42,0,-2.6599330302280246,-0.009266890750713321,1.5482458294715264,-0.05557064774256219
1,43,0,-3.3351348561395753,-0.009266890750713321,-0.45441732028133325,-0.01386806466489201
1,44,0,-1.5064521325968618,-0.009266890750713321,0.9413331828253981,-0.07051836810216403
1,45,0,-0.5627573667975839,-0.009266890750713321,-1.354765600664504,-0.034845715588234696
1,46,0,-4.467040601346395,-0.009266890750713321,-0.25983522786530483,-0.0065546804176799195
1,47,0,-4.984997007414899,-0.009266890750713321,-0.21036128333025425,-0.004007012762721825
1,48,0,-2.918766607872382,-0.009266890750713321,-0.547858302016556,-0.01222878818288186
1,49,0,-1.020066382287804,-0.009266890750713321,0.6690038334843195,0.1118877548425169
2,0,0,1.0097210346057783,1.3182900047100543,0.7981078253011704,0.02476110449690123
2,1,0,2.428612661003867,1.3182900047100543,-3.5937042742526906,-0.10020781755397808
2,2,0,1.988809773167714,1.3182900047100543,0.5161096338411346,0.01402093232697551
2,3,0,0.3164117002280589,1.3182900047100543,1.0416859333592747,0.029260818970716543
2,4,0,6.562825273071427,1.3182900047100543,0.028158534477614194,0.0009216249966279601
2,5,0,1.1922586642133532,1.3182900047100543,0.755427697897416,0.024088170324136796
2,6,0,5.273006676641989,1.3182900047100543,0.09403210005327646,0.0047897580367663615
2,7,0,6.559108926232349,1.3182900047100543,0.03851656432310059,0.00017510958245519885
2,8,0,1.3914003250174505,1.3182900047100543,-3.01160342065472,-0.08126922949287356
2,9,0,-1.8523861616505488,1.3182900047100543,0.3867556590082934,-0.08451376220953948
2,10,0,-1.672071704867533,1.3182900047100543,-1.450516095049095,-0.04073804436677675
2,11,0,-3.0175302373249915,1.3182900047100543,-0.9244441142219567,-0.02659170983463513
2,12,0,-4.99301429891595,1.3182900047100543,-0.40030686138938715,-0.007922450159063581
2,13,0,0.4806291256012996,1.3182900047100543,0.9824005862554739,0.024374662495872727
2,14,0,5.256445402997134,1.3182900047100543,0.08366347539576036,0.0007673919243763403
2,15,0,4.509425117394877,1.3182900047100543,0.13250831423765175,0.00201322761868513
2,16,0,-1.914572702821872,1.3182900047100543,0.41408349174969533,0.10821982505770646
2,17,0,-6.325781955156492,1.3182900047100543,-0.23258043535912137,-0.004224578555015261
2,18,0,-1.1123351043220766,1.3182900047100543,-1.7085185340838394,-0.04583871085105087
2,19,0,3.518010973616553,1.3182900047100543,0.22782023391611617,0.007670590435061505
2,20,0,5.255556082670699,1.3182900047100543,0.09604110729678267,0.0025267801995260265
2,21,0,3.609468812676534,1.3182900047100543,0.23212610736639822,0.005005379757970412
2,22,0,4.386725785175649,1.3182900047100543,0.1427462508832221,0.0031149999420889674
2,23,0,2.6566010665982294,1.3182900047100543,0.37551458692824913,0.00824599472417371
2,24,0,5.260606582670777,1.3182900047100543,0.0783445593436833,0.0032405253179622496
2,25,0,1.1602765733473788,1.3182900047100543,-2.8847719926559536,-0.07679540338279316
2,26,0,4.176576053323694,1.3182900047100543,0.16130710725984934,0.0010144009606482382
2,27,0,-2.5794853017069395,1.3182900047100543,-1.0807766367931104,-0.028273334816694147
2,28,0,0.4964721293040789,1.3182900047100543,0.9846482882028689,0.026999332429027655
2,29,0,-3.137695516665751,1.3182900047100543,-0.8799381516813163,-0.023131599267058055
2,30,0,1.5217754002572428,1.3182900047100543,-1.482778105142966,0.05661327347650359
2,31,0,4.4368380426089615,1.3182900047100543,0.13652293648761882,0.004436054569166684
2,32,0,-0.5267817641466057,1.3182900047100543,-1.9834598851672165,-0.05206274077375162
2,33,0,-3.2113169721480332,1.3182900047100543,-0.8505931909534092,-0.025110883692393587
2,34,0,-2.6238589710482128,1.3182900047100543,0.8195873799145322,-0.07239733688036347
2,35,0,-2.8293756169998976,1.3182900047100543,2.521000221014754,0.06945722435020962
2,36,0,-1.627683920915352,1.3182900047100543,0.2612764337691589,-0.08850494633915455
2,37,0,-2.6378821416111187,1.3182900047100543,0.818936730972038,-0.07500833605546253
2,38,0,-2.6767471833842884,1.3182900047100543,0.8402468199675664,-0.07599273134532354
2,39,0,-3.2496019318314104,1.3182900047100543,1.1608669814025407,0.12756954506463233
2,40,0,0.14280087576424383,1.3182900047100543,1.108433400451943,0.029879522280458076
2,41,0,-6.326161170588929,1.3182900047100543,-0.22715627621421983,-0.006477795371118043
2,42,0,-2.6599330302280246,1.3182900047100543,2.428069574523255,0.06664736716926119
2,43,0,-3.3351348561395753,1.3182900047100543,2.7936061539248964,0.07513485294908388
2,44,0,-1.5064521325968618,1.3182900047100543,1.8386289486894718,0.04814458296063633
2,45,0,-0.5627573667975839,1.3182900047100543,1.3958588761899349,0.038482414325226526
2,46,0,-4.467040601346395,1.3182900047100543,3.4227884805093765,0.09312876752105441
2,47,0,-4.984997007414899,1.3182900047100543,-0.41873148498682167,-0.013141563024472197
2,48,0,-2.918766607872382,1.3182900047100543,-0.9496279982083375,-0.025121838836052676
2,49,0,-1.020066382287804,1.3182900047100543,1.592256656293362,0.04434761878041512
3,0,0,1.0097210346057783,0.3859102653436298,-0.7095384889126166,0.0808100096916905
3,1,0,2.428612661003867,0.3859102653436298,0.6569253890932067,0.018327281919348324
3,2,0,1.988809773167714,0.3859102653436298,-1.2472417317124653,0.06348742762437448
3,3,0,0.3164117002280589,0.3859102653436298,1.420713822188542,0.03757683042631863
3,4,0,6.562825273071427,0.3859102653436298,0.08998615999678138,0.005877188596069238
3,5,0,1.1922586642133532,0.3859102653436298,1.0630423779656561,0.030117765978779167
3,6,0,5.273006676641989,0.3859102653436298,0.1606785391205294,0.002459778265662836
3,7,0,6.559108926232349,0.3859102653436298,0.08580638268735581,0.004529727080335034
3,8,0,1.3914003250174505,0.3859102653436298,0.9873727557282016,0.025599090732424307
3,9,0,-1.8523861616505488,0.3859102653436298,0.9123927498020654,0.11955412318028087
3,10,0,-1.672071704867533,0.3859102653436298,-1.0628095986145638,-0.026050677197843555
3,11,0,-3.0175302373249915,0.3859102653436298,-0.6228140382844852,-0.01507044003192799
3,12,0,-4.99301429891595,0.3859102653436298,-0.24062365693789736,-0.008658519265125106
3,13,0,0.4806291256012996,0.3859102653436298,1.3490289952201955,0.03335174424463617
3,14,0,5.256445402997134,0.3859102653436298,0.1485319062891053,0.005071525931691446
3,15,0,4.509425117394877,0.3859102653436298,0.2258324634512099,0.0026738327858821403
3,16,0,-1.914572702821872,0.3859102653436298,-0.9758958695287383,-0.02633639997257468
3,17,0,-6.325781955156492,0.3859102653436298,-0.12670777910663314,-0.0034930484900137196
3,18,0,-1.1123351043220766,0.3859102653436298,2.1071670283017827,0.05992031634112099
3,19,0,3.518010973616553,0.3859102653436298,0.39508786955809844,0.0076316878461995035
3,20,0,5.255556082670699,0.3859102653436298,0.16200807341751933,0.006328965148730799
3,21,0,3.609468812676534,0.3859102653436298,0.3774943892804661,0.010190638853562304
3,22,0,4.386725785175649,0.3859102653436298,0.2512235822082441,0.007756407118444056
3,23,0,2.6566010665982294,0.3859102653436298,0.5763652768895539,0.015552289225624948
3,24,0,5.260606582670777,0.3859102653436298,0.15627398169687134,0.006801810783036396
3,25,0,1.1602765733473788,0.3859102653436298,1.0829568499983204,0.03093074716930834
3,26,0,4.176576053323694,0.3859102653436298,0.2717139035492501,0.0071736322988335335
3,27,0,-2.5794853017069395,0.3859102653436298,-0.7605358535411053,-0.019260676163996543
3,28,0,0.4964721293040789,0.3859102653436298,-0.4246810062845351,0.08664765640665273
3,29,0,-3.137695516665751,0.3859102653436298,-0.591414935329625,-0.0171191747578673
3,30,0,1.5217754002572428,0.3859102653436298,0.9429413822535283,0.025687571751626084
3,31,0,4.4368380426089615,0.3859102653436298,0.24954824498418374,0.006881203834179777
3,32,0,-0.5267817641466057,0.3859102653436298,0.16700856308716852,-0.09007028466243613
3,33,0,-3.2113169721480332,0.3859102653436298,-0.5794021340632524,-0.01777986758135624
3,34,0,-2.6238589710482128,0.3859102653436298,-0.7520614764844968,-0.02017470424592506
3,35,0,-2.8293756169998976,0.3859102653436298,-0.6828044032495557,-0.017535876214964025
3,36,0,-1.627683920915352,0.3859102653436298,-1.0850911475205238,-0.026407087264489447
3,37,0,-2.6378821416111187,0.3859102653436298,-0.7283457133209926,-0.021164535146726945
3,38,0,-2.6767471833842884,0.3859102653436298,-0.7249169393831886,-0.016061726569467652
3,39,0,-3.2496019318314104,0.3859102653436298,-0.5661071486435009,-0.014177340202420141
3,40,0,0.14280087576424383,0.3859102653436298,-0.21619854282805856,0.09089120815745615
3,41,0,-6.326161170588929,0.3859102653436298,-0.1405260495980309,-0.003099808274438362
3,42,0,-2.6599330302280246,0.3859102653436298,-0.7308196505349168,-0.01889963311854792
3,43,0,-3.3351348561395753,0.3859102653436298,-0.5467358517370847,-0.011821651802801876
3,44,0,-1.5064521325968618,0.3859102653436298,-1.1271211543570554,-0.030040639401554305
3,45,0,-0.5627573667975839,0.3859102653436298,1.8507723767655078,0.0480608195774279
3,46,0,-4.467040601346395,0.3859102653436298,-0.3320635168622253,-0.0085451618220901
3,47,0,-4.984997007414899,0.3859102653436298,-0.2536350625710846,-0.005547804399614365
3,48,0,-2.918766607872382,0.3859102653436298,-0.6518196376955567,-0.017953676999142975
3,49,0,-1.020066382287804,0.3859102653436298,2.054546617117123,0.05688802812230614
4,0,0,1.0097210346057783,-1.0207305615372033,-1.6051160381896898,-0.04439260496473228
4,1,0,2.428612661003867,-1.0207305615372033,1.1300019320208026,0.030256784511614572
4,2,0,1.988809773167714,-1.0207305615372033,-2.080462378460088,-0.05491941163243839
4,3,0,0.3164117002280589,-1.0207305615372033,2.0919341980885644,0.05709058380998692
4,4,0,6.562825273071427,-1.0207305615372033,0.19716776416218745,0.006053689311824807
4,5,0,1.1922586642133532,-1.0207305615372033,-0.01773235236465915,-0.09805959873445215
4,6,0,5.273006676641989,-1.0207305615372033,0.35088250921754416,0.01018052767340746
4,7,0,6.559108926232349,-1.0207305615372033,0.20092337028709778,0.005972061208224585
4,8,0,1.3914003250174505,-1.0207305615372033,1.5764451258536558,0.041318024035148636
4,9,0,-1.8523861616505488,-1.0207305615372033,-0.5665323080296856,-0.01285685297179887
4,10,0,-1.672071704867533,-1.0207305615372033,-0.6057055711756536,-0.01613231764632301
4,11,0,-3.0175302373249915,-1.0207305615372033,-0.31924795884105023,-0.004694069626659872
4,12,0,-4.99301429891595,-1.0207305615372033,-0.11940248794814974,-0.0043238491132367605
4,13,0,0.4806291256012996,-1.0207305615372033,-1.3649720613729148,-0.03793076402168974
4,14,0,5.256445402997134,-1.0207305615372033,0.3543091379644272,0.011354099211268722
4,15,0,4.509425117394877,-1.0207305615372033,0.4855977251902368,0.01737622014667088
4,16,0,-1.914572702821872,-1.0207305615372033,-0.5463619012486229,-0.017027379058297272
4,17,0,-6.325781955156492,-1.0207305615372033,-0.05548168983778034,-0.0020241861164215563
4,18,0,-1.1123351043220766,-1.0207305615372033,-0.7636347964175297,-0.023955898841340726
4,19,0,3.518010973616553,-1.0207305615372033,-1.3043189088484426,-0.13521768734793352
4,20,0,5.255556082670699,-1.0207305615372033,0.35160091917535924,0.006559513351049737
4,21,0,3.609468812676534,-1.0207305615372033,0.7355530247969567,0.019005236634751628
4,22,0,4.386725785175649,-1.0207305615372033,0.5277383183224754,0.015399127346573609
4,23,0,2.6566010665982294,-1.0207305615372033,1.0580900098489754,0.03011117557725199
4,24,0,5.260606582670777,-1.0207305615372033,0.35670656436027975,0.009038922764093803
4,25,0,1.1602765733473788,-1.0207305615372033,-1.6743624479421118,-0.04502708181337106
4,26,0,4.176576053323694,-1.0207305615372033,0.5736242687164496,0.01620780824002326
4,27,0,-2.5794853017069395,-1.0207305615372033,-0.38088241789635446,-0.009918596904372688
4,28,0,0.4964721293040789,-1.0207305615372033,0.37025570985792167,-0.08452459508478644
4,29,0,-3.137695516665751,-1.0207305615372033,-0.2869577708073738,-0.010658164261843508
4,30,0,1.5217754002572428,-1.0207305615372033,1.5111945588878073,0.04204006923867197
4,31,0,4.4368380426089615,-1.0207305615372033,0.5145473955207858,0.014114918737213343
4,32,0,-0.5267817641466057,-1.0207305615372033,-0.9862096436576989,-0.027763666340113645
4,33,0,-3.2113169721480332,-1.0207305615372033,-0.2772995391647758,-0.009181057241166203
4,34,0,-2.6238589710482128,-1.0207305615372033,-0.38558947045498054,-0.012196597664362471
4,35,0,-2.8293756169998976,-1.0207305615372033,-0.3462607864478712,-0.010864650297518845
4,36,0,-1.627683920915352,-1.0207305615372033,-0.613650331135214,-0.01674972737811478
4,37,0,-2.6378821416111187,-1.0207305615372033,-0.3873516854321316,-0.014936942634618885
4,38,0,-2.6767471833842884,-1.0207305615372033,-0.3817842228114544,-0.012360631418020933
4,39,0,-3.2496019318314104,-1.0207305615372033,-0.2622259801764571,-0.008284126403598812
4,40,0,0.14280087576424383,-1.0207305615372033,-1.2280569936363441,-0.03317546143999204
4,41,0,-6.326161170588929,-1.0207305615372033,-0.045706444464340586,-0.0005393561261932991
4,42,0,-2.6599330302280246,-1.0207305615372033,-0.38500125554501746,-0.009601381810642561
4,43,0,-3.3351348561395753,-1.0207305615372033,2.353466452380188,-0.03464979682961398
4,44,0,-1.5064521325968618,-1.0207305615372033,-0.6673837754090927,-0.019370555209468177
4,45,0,-0.5627573667975839,-1.0207305615372033,-0.9602935782048556,-0.027221901308170655
4,46,0,-4.467040601346395,-1.0207305615372033,-0.15101582467862537,-0.002804640993594151
4,47,0,-4.984997007414899,-1.0207305615372033,-0.09538265504557461,-0.0020009994608936564
4,48,0,-2.918766607872382,-1.0207305615372033,-0.33599054590161087,-0.005857212836409241
4,49,0,-1.020066382287804,-1.0207305615372033,-0.7983346936890028,-0.020694828961897782
5,0,0,1.0097210346057783,0.3987408321703803,1.1325878435134713,0.03490067122264192
5,1,0,2.428612661003867,0.3987408321703803,0.6499599989499648,0.01662587507497376
5,2,0,1.988809773167714,0.3987408321703803,0.7882188953075083,0.020999594238817067
5,3,0,0.3164117002280589,0.3987408321703803,1.409450929620416,0.038395925436997755
5,4,0,6.562825273071427,0.3987408321703803,0.07451635355364553,0.0042998842232295905
5,5,0,1.1922586642133532,0.3987408321703803,-2.4038741041765,-0.06579306949717217
5,6,0,5.273006676641989,0.3987408321703803,0.15245469315546611,0.002529515453847681
5,7,0,6.559108926232349,0.3987408321703803,0.06954905327490729,0.0009106146697102301
5,8,0,1.3914003250174505,0.3987408321703803,0.9845940759430091,0.027568866627797926
5,9,0,-1.8523861616505488,0.3987408321703803,-0.9959092762011924,-0.027988311706422117
5,10,0,-1.672071704867533,0.3987408321703803,-1.0671711674266602,-0.02655011249829323
5,11,0,-3.0175302373249915,0.3987408321703803,1.5210038226893137,0.13961694940516356
5,12,0,-4.99301429891595,0.3987408321703803,-0.24075225907211611,-0.005334913639538519
5,13,0,0.4806291256012996,0.3987408321703803,1.342132357559755,0.03840956478896761
5,14,0,5.256445402997134,0.3987408321703803,0.16395166834528938,0.005702438260896007
5,15,0,4.509425117394877,0.3987408321703803,0.24512039238699523,0.006028332652212548
5,16,0,-1.914572702821872,0.3987408321703803,2.521628379955194,0.06997838277132516
5,17,0,-6.325781955156492,0.3987408321703803,-0.13575177806880845,-0.002573100382979112
5,18,0,-1.1123351043220766,0.3987408321703803,2.0958989375578634,0.057118447977967814
5,19,0,3.518010973616553,0.3987408321703803,0.40022956451315744,0.011627129616733605
5,20,0,5.255556082670699,0.3987408321703803,0.1592768165034791,0.0036389526528953883
5,21,0,3.609468812676534,0.3987408321703803,-3.734167038036088,-0.10427982485447881
5,22,0,4.386725785175649,0.3987408321703803,0.25539826699967433,0.008224449422074686
5,23,0,2.6566010665982294,0.3987408321703803,0.577677353692114,0.01829709313561636
5,24,0,5.260606582670777,0.3987408321703803,0.1526752260690694,0.00562582083203484
5,25,0,1.1602765733473788,0.3987408321703803,1.07425555104587,0.03124663262592965
5,26,0,4.176576053323694,0.3987408321703803,0.26873430850017005,0.006430243976932991
5,27,0,-2.5794853017069395,0.3987408321703803,1.294732976950829,-0.0626166813660085
5,28,0,0.4964721293040789,0.3987408321703803,1.3341842204049994,0.036430361328869086
5,29,0,-3.137695516665751,0.3987408321703803,1.576484832850094,0.1411472147420948
5,30,0,1.5217754002572428,0.3987408321703803,-2.5699187764188305,-0.07012354597683353
5,31,0,4.4368380426089615,0.3987408321703803,-2.419733490289038,0.03167036019059228
5,32,0,-0.5267817641466057,0.3987408321703803,1.8124856071267001,0.04848190145587777
5,33,0,-3.2113169721480332,0.3987408321703803,-0.5692100943274485,-0.015452790080575948
5,34,0,-2.6238589710482128,0.3987408321703803,-0.7429184677289474,-0.02320556264210073
5,35,0,-2.8293756169998976,0.3987408321703803,-0.6879495464751391,-0.015036850400639857
5,36,0,-1.627683920915352,0.3987408321703803,-1.0955060952208637,-0.026981508828002723
5,37,0,-2.6378821416111187,0.3987408321703803,-0.7470233372506584,-0.02019186795565992
5,38,0,-2.6767471833842884,0.3987408321703803,1.341268040397085,-0.0591822925784929
5,39,0,-3.2496019318314104,0.3987408321703803,-0.5541875219790188,-0.017917845554217476
5,40,0,0.14280087576424383,0.3987408321703803,1.487820848047217,0.04334287288162301
5,41,0,-6.326161170588929,0.3987408321703803,-0.13538581925824875,-0.003849224142721548
5,42,0,-2.6599330302280246,0.3987408321703803,-0.728318084116963,-0.02008906852540008
5,43,0,-3.3351348561395753,0.3987408321703803,-0.5532144873503205,-0.01443544409008951
5,44,0,-1.5064521325968618,0.3987408321703803,-1.1277556020427109,-0.02871991605750228
5,45,0,-0.5627573667975839,0.3987408321703803,-1.5378262027723835,-0.040268662566873364
5,46,0,-4.467040601346395,0.3987408321703803,-0.3195879763695456,-0.0117535424107348
5,47,0,-4.984997007414899,0.3987408321703803,-0.25335853506466793,-0.009516016959983704
5,48,0,-2.918766607872382,0.3987408321703803,-0.6539869056967151,-0.015558069444974329
5,49,0,-1.020066382287804,0.3987408321703803,0.43226719946817393,0.10675388320999069
6,0,0,1.0097210346057783,-0.01954871279981382,1.3026842811994752,0.03313795295866233
6,1,0,2.428612661003867,-0.01954871279981382,0.7737658700416365,0.020720674337951994
6,2,0,1.988809773167714,-0.01954871279981382,0.915621198496135,0.026907626742882232
6,3,0,0.3164117002280589,-0.01954871279981382,-1.744677437522937,-0.04866164922269505
6,4,0,6.562825273071427,-0.01954871279981382,0.11211366332887841,0.003155311656099083
6,5,0,1.1922586642133532,-0.01954871279981382,-0.5819081392009586,0.0813353936914604
6,6,0,5.273006676641989,-0.01954871279981382,0.1995599876737967,0.00795464740057945
6,7,0,6.559108926232349,-0.01954871279981382,0.10306812901310117,0.002787155540047424
6,8,0,1.3914003250174505,-0.01954871279981382,1.1461168063454534,0.030791888787396953
6,9,0,-1.8523861616505488,-0.01954871279981382,-0.8558983382914905,-0.022558043944710535
6,10,0,-1.672071704867533,-0.01954871279981382,1.032255394680421,0.12340121298802957
6,11,0,-3.0175302373249915,-0.01954871279981382,-0.5202773440425122,-0.014751694854801921
6,12,0,-4.99301429891595,-0.01954871279981382,-0.18484694043954633,-0.004771900148388553
6,13,0,0.4806291256012996,-0.01954871279981382,-0.17646065162618635,0.08968318278515487
6,14,0,5.256445402997134,-0.01954871279981382,0.19905742034697008,0.0026334350280069452
6,15,0,4.509425117394877,-0.01954871279981382,0.28802356114027455,0.0087528224439471
6,16,0,-1.914572702821872,-0.01954871279981382,-0.8258834858817424,-0.02364725838467216
6,17,0,-6.325781955156492,-0.01954871279981382,-0.1077125160057044,-0.0033460684900913167
6,18,0,-1.1123351043220766,-0.01954871279981382,-1.1181150021929924,-0.030215668821169488
6,19,0,3.518010973616553,-0.01954871279981382,0.47911710110502626,0.012337476535083223
