id,item,t,Y
10,1,2,1
10,2,2,1
10,3,2,1
10,4,2,0
10,5,2,1
10,6,2,1
10,7,2,1
10,8,2,1
10,9,2,1
10,10,2,0
10,11,2,1
10,12,2,1
10,13,2,1
10,14,2,0
10,15,2,1
10,16,2,1
10,17,2,0
10,18,2,0
10,19,2,0
10,20,2,1
10,21,2,1
10,22,2,1
10,23,2,1
10,24,2,1
10,25,2,1
10,26,2,1
10,27,2,1
10,28,2,0
10,29,2,0
10,30,2,0
10,31,2,1
10,32,2,1
10,33,2,0
10,34,2,0
10,35,2,0
10,36,2,0
10,37,2,1
10,38,2,1
10,39,2,1
10,40,2,0
10,41,2,1
10,42,2,0
10,43,2,0
10,44,2,1
10,45,2,1
10,46,2,1
10,47,2,0
10,48,2,1
10,49,2,1
10,50,2,0
11,1,2,0
11,2,2,0
11,3,2,0
11,4,2,0
11,5,2,1
11,6,2,0
11,7,2,1
11,8,2,1
11,9,2,1
11,10,2,0
11,11,2,0
11,12,2,0
11,13,2,0
11,14,2,1
11,15,2,0
11,16,2,1
11,17,2,0
11,18,2,0
11,19,2,0
11,20,2,0
11,21,2,0
11,22,2,1
11,23,2,1
11,24,2,1
11,25,2,1
11,26,2,1
11,27,2,1
11,28,2,0
11,29,2,0
11,30,2,0
11,31,2,1
11,32,2,1
11,33,2,1
11,34,2,0
11,35,2,0
11,36,2,0
11,37,2,0
11,38,2,0
11,39,2,0
11,40,2,0
11,41,2,1
11,42,2,0
11,43,2,0
11,44,2,0
11,45,2,0
11,46,2,1
11,47,2,0
11,48,2,0
11,49,2,0
11,50,2,1
12,1,2,1
12,2,2,1
12,3,2,1
12,4,2,0
12,5,2,1
12,6,2,1
12,7,2,1
12,8,2,1
12,9,2,1
12,10,2,1
12,11,2,0
12,12,2,0
12,13,2,0
12,14,2,1
12,15,2,1
12,16,2,1
12,17,2,0
12,18,2,0
12,19,2,1
12,20,2,1
12,21,2,1
12,22,2,1
12,23,2,1
12,24,2,1
12,25,2,1
12,26,2,1
12,27,2,1
12,28,2,0
12,29,2,0
12,30,2,0
12,31,2,1
12,32,2,1
12,33,2,0
12,34,2,1
12,35,2,1
12,36,2,0
12,37,2,0
12,38,2,0
12,39,2,0
12,40,2,1
12,41,2,1
12,42,2,0
12,43,2,0
12,44,2,0
12,45,2,1
12,46,2,1
12,47,2,0
12,48,2,0
12,49,2,0
12,50,2,0
13,1,2,1
13,2,2,0
13,3,2,1
13,4,2,1
13,5,2,1
13,6,2,0
13,7,2,1
13,8,2,1
13,9,2,0
13,10,2,0
13,11,2,0
13,12,2,0
13,13,2,0
13,14,2,0
13,15,2,1
13,16,2,1
13,17,2,0
13,18,2,0
13,19,2,1
13,20,2,1
13,21,2,1
13,22,2,1
13,23,2,0
13,24,2,1
13,25,2,1
13,26,2,0
13,27,2,1
13,28,2,0
13,29,2,0
13,30,2,0
13,31,2,1
13,32,2,1
13,33,2,1
13,34,2,0
13,35,2,0
13,36,2,0
13,37,2,0
13,38,2,1
13,39,2,0
13,40,2,0
13,41,2,1
13,42,2,0
13,43,2,0
13,44,2,0
13,45,2,0
13,46,2,0
13,47,2,0
13,48,2,0
13,49,2,0
13,50,2,1
14,1,2,1
14,2,2,1
14,3,2,1
14,4,2,1
14,5,2,1
14,6,2,1
14,7,2,1
14,8,2,1
14,9,2,0
14,10,2,0
14,11,2,0
14,12,2,0
14,13,2,0
14,14,2,0
14,15,2,1
14,16,2,1
14,17,2,1
14,18,2,0
14,19,2,1
14,20,2,1
14,21,2,1
14,22,2,1
14,23,2,1
14,24,2,1
14,25,2,1
14,26,2,0
14,27,2,1
14,28,2,0
14,29,2,0
14,30,2,0
14,31,2,0
14,32,2,1
14,33,2,0
14,34,2,0
14,35,2,0
14,36,2,0
14,37,2,0
14,38,2,0
14,39,2,0
14,40,2,0
14,41,2,0
14,42,2,0
14,43,2,0
14,44,2,0
14,45,2,0
14,46,2,1
14,47,2,0
14,48,2,0
14,49,2,0
14,50,2,0
15,1,2,0
15,2,2,1
15,3,2,1
15,4,2,0
15,5,2,1
15,6,2,1
15,7,2,1
15,8,2,1
15,9,2,1
15,10,2,0
15,11,2,0
15,12,2,1
15,13,2,0
15,14,2,0
15,15,2,1
15,16,2,1
15,17,2,0
15,18,2,0
15,19,2,0
15,20,2,1
15,21,2,1
15,22,2,1
15,23,2,1
15,24,2,0
15,25,2,1
15,26,2,1
15,27,2,1
15,28,2,0
15,29,2,0
15,30,2,0
15,31,2,1
15,32,2,1
15,33,2,0
15,34,2,0
15,35,2,0
15,36,2,0
15,37,2,0
15,38,2,0
15,39,2,0
15,40,2,0
15,41,2,0
15,42,2,0
15,43,2,0
15,44,2,0
15,45,2,0
